,y,x1,g
0,17.0,-0.8151253079909261,1
1,20.0,-0.06515950142567611,1
2,9.0,-0.4145342099314562,1
3,24.0,0.1253265979376547,1
4,16.0,1.104329509142387,1
5,12.0,-2.0757377629236586,1
6,12.0,-0.34512502527989636,1
7,10.0,-1.412977452144102,1
8,9.0,-0.09677678865668583,1
9,7.0,-0.6491389144358949,1
10,5.0,-1.4295910267899685,1
11,5.0,-2.311788896845517,1
12,17.0,0.697506013774461,1
13,24.0,1.816399346652074,1
14,11.0,0.3347542335866448,1
15,14.0,-0.14716442669906332,1
16,13.0,0.6378326821883477,1
17,14.0,0.29454022166549165,1
18,21.0,1.449656776380107,1
19,8.0,-0.7638276265826429,1
20,13.0,-0.7894782587085094,1
21,15.0,0.18108608452247243,1
22,9.0,-1.1015412358208558,1
23,20.0,1.2275632009385682,1
24,13.0,-0.12962959978029515,1
25,8.0,-0.4689074110462506,1
26,3.0,-1.4832014074036588,1
27,14.0,-0.6395916567274544,1
28,19.0,1.7952672437456114,1
29,18.0,0.5990071613544269,1
30,9.0,-0.3764326782055617,1
31,9.0,0.6078193841570003,1
32,9.0,-0.30697102110355645,1
33,19.0,-0.09649940223698618,1
34,8.0,-1.515767959832593,1
35,4.0,-0.23297381790891447,1
36,17.0,1.1130280021978178,1
37,4.0,-1.9331168447663656,1
38,9.0,-0.4401794764607608,1
39,6.0,-0.5949960946280859,1
40,15.0,0.9292471050214355,1
41,13.0,0.32170043626474953,1
42,7.0,-0.6166603804233698,1
43,13.0,-0.12996025847349907,1
44,8.0,0.6132928419316841,1
45,16.0,1.4492124935652178,1
46,13.0,0.8738644599935871,1
47,23.0,1.7730092510935334,1
48,7.0,-0.7757493407575673,1
49,3.0,0.3561936628600199,1
50,14.0,-0.04803899339233568,1
51,9.0,-0.21684186742841635,1
52,8.0,-1.209203311090458,1
53,10.0,0.4485489677774734,1
54,12.0,0.07135515827518188,1
55,5.0,-0.6746656239747744,1
56,16.0,0.8334556018557566,1
57,11.0,0.39577622406311563,1
58,15.0,0.8633592894339769,1
59,16.0,0.7141461760062882,1
60,8.0,-0.08567074532750661,1
61,11.0,1.352831086799413,1
62,9.0,-0.21417276703609678,1
63,13.0,0.8607737175491575,1
64,4.0,-0.4105774205031935,1
65,13.0,0.0923366293518823,1
66,25.0,1.0977422219074857,1
67,16.0,0.8067934118368282,1
68,6.0,-0.6712327673517855,1
69,4.0,0.08299917275531661,1
70,24.0,1.2583167688714358,1
71,21.0,1.594640836062249,1
72,14.0,-0.15869671097979118,1
73,10.0,0.1047903575477087,1
74,13.0,-0.2335346685264585,1
75,10.0,-0.6129210988643716,1
76,11.0,0.16559835019004637,1
77,13.0,-0.1030797592880504,2
78,13.0,0.26429117356397575,2
79,15.0,-0.49470748277042914,2
80,8.0,-0.7859276293727564,2
81,18.0,1.9672039177308218,2
82,15.0,0.32708626367666227,2
83,18.0,-0.1940863364628716,2
84,13.0,-0.2752430020106258,2
85,21.0,-0.006960417136473527,2
